TIPO_PRODUTO,NOME_PRODUTO,DATA_FINALIZACAO_PROCESSO,CATEGORIA_REGULATORIA,NUMERO_REGISTRO_PRODUTO,DATA_VENCIMENTO_REGISTRO,NUMERO_PROCESSO,CLASSE_TERAPEUTICA,EMPRESA_DETENTORA_REGISTRO,SITUACAO_REGISTRO,PRINCIPIO_ATIVO,NOME-PRODUTO
MEDICAMENTO,DICLOFENACO SÓDICO,30/08/2011,GENERICO,105830736.0,01/08/2026,25351354785201051,ANTINFLAMATORIOS ANTIREUMATICOS,45992062000165 - GERMED FARMACEUTICA LTDA,VÁLIDO,DICLOFENACO SODICO,DICLOFENACO SODICO
MEDICAMENTO,DICLOFENACO SÓDICO,03/05/2013,GENERICO,103110142.0,01/05/2028,25351750390201021,ANTINFLAMATORIOS ANTIREUMATICOS,01571702000198 - HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,VÁLIDO,DICLOFENACO SODICO,DICLOFENACO SODICO
MEDICAMENTO,DICLOFENACO SÓDICO,12/08/2013,GENERICO,116370104.0,01/06/2029,25351323737201337,ANTINFLAMATORIOS ANTIREUMATICOS,58430828000160 - BLAU FARMACÊUTICA S.A.,VÁLIDO,DICLOFENACO SODICO,DICLOFENACO SODICO
MEDICAMENTO,DICLOFENACO SÓDICO,27/04/2015,GENERICO,183260072.0,01/12/2025,25351680460201420,ANTINFLAMATORIOS,10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.,VÁLIDO,DICLOFENACO SODICO,DICLOFENACO SODICO
MEDICAMENTO,DICLORIDRATO DE BETAISTINA,21/11/2011,GENERICO,123520217.0,01/11/2026,25351339696200926,ANTIVERTIGINOSOS,73663650000190 - RANBAXY FARMACÊUTICA LTDA,VÁLIDO,DICLORIDRATO DE BETAISTINA,DICLORIDRATO DE BETAISTINA
MEDICAMENTO,DICLORIDRATO DE BETAISTINA,16/03/2015,GENERICO,135170019.0,01/03/2025,25351517842201451,ANTIVERTIGINOSOS,48344725000719 - ALTHAIA S.A INDÚSTRIA FARMACÊUTICA,VÁLIDO,DICLORIDRATO DE BETAISTINA,DICLORIDRATO DE BETAISTINA
MEDICAMENTO,DICLORIDRATO DE BETAISTINA,25/05/2015,GENERICO,100431129.0,01/05/2025,25351711339201490,ANTIVERTIGINOSOS,61190096000192 - EUROFARMA LABORATÓRIOS S.A.,VÁLIDO,DICLORIDRATO DE BETAISTINA,DICLORIDRATO DE BETAISTINA
MEDICAMENTO,DICLORIDRATO DE BETAISTINA,24/12/2018,GENERICO,105730557.0,01/04/2027,25351689354201878,ANTIVERTIGINOSOS,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,VÁLIDO,BETAISTINA,DICLORIDRATO DE BETAISTINA
MEDICAMENTO,DICLORIDRATO DE BETAISTINA,24/12/2018,GENERICO,105730559.0,01/04/2027,25351689369201836,ANTIVERTIGINOSOS,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,VÁLIDO,DICLORIDRATO DE BETAISTINA,DICLORIDRATO DE BETAISTINA
MEDICAMENTO,DICLORIDRATO DE CETIRIZINA,14/02/2003,GENERICO,125680069.0,01/02/2028,25351209751200219,ANTI-HISTAMINICOS SISTEMICOS,73856593000166 - PRATI DONADUZZI & CIA LTDA,VÁLIDO,DICLORIDRATO DE CETIRIZINA,DICLORIDRATO DE CETIRIZINA
MEDICAMENTO,DICLORIDRATO DE CETIRIZINA,22/06/2015,GENERICO,183260231.0,01/08/2027,25351696726201434,ANTIALERGICOS,10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.,VÁLIDO,DICLORIDRATO DE CETIRIZINA,DICLORIDRATO DE CETIRIZINA
MEDICAMENTO,DICLORIDRATO DE FLUNARIZINA,11/11/2019,GENERICO,155840577.0,01/11/2029,25351295176201153,VASODILATADORES,05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,VÁLIDO,DICLORIDRATO DE FLUNARIZINA,DICLORIDRATO DE FLUNARIZINA
MEDICAMENTO,DICLORIDRATO DE HIDROXIZINA,21/06/2010,GENERICO,154230160.0,01/06/2025,25351300002200921,ANTI-HISTAMINICOS SISTEMICOS,03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A,VÁLIDO,DICLORIDRATO DE HIDROXIZINA,DICLORIDRATO DE HIDROXIZINA
MEDICAMENTO,DICLORIDRATO DE LEVOCETIRIZINA,25/05/2015,GENERICO,100431124.0,01/05/2025,25351711337201409,ANTIALERGICOS,61190096000192 - EUROFARMA LABORATÓRIOS S.A.,VÁLIDO,DICLORIDRATO DE LEVOCETIRIZINA,DICLORIDRATO DE LEVOCETIRIZINA
MEDICAMENTO,DICLORIDRATO DE LEVOCETIRIZINA,04/09/2017,GENERICO,146820059.0,01/09/2027,25351919417201664,ANTIALERGICOS,05035244000123 - SUN FARMACÊUTICA DO BRASIL LTDA,VÁLIDO,DICLORIDRATO DE LEVOCETIRIZINA,DICLORIDRATO DE LEVOCETIRIZINA
MEDICAMENTO,DICLORIDRATO DE PRAMIPEXOL,22/10/2012,GENERICO,110630131.0,01/10/2027,25351729294201116,ANTIPARKINSONIANOS,33781055000135 - FUNDAÇÃO OSWALDO CRUZ,VÁLIDO,DICLORIDRATO DE PRAMIPEXOL,DICLORIDRATO DE PRAMIPEXOL
MEDICAMENTO,DICLORIDRATO DE PRAMIPEXOL,26/02/2013,GENERICO,102351083.0,01/02/2028,25351061193201233,ANTIPARKINSONIANOS,57507378000365 - EMS S/A,VÁLIDO,DICLORIDRATO DE PRAMIPEXOL,DICLORIDRATO DE PRAMIPEXOL
MEDICAMENTO,DICLORIDRATO DE PRAMIPEXOL,11/03/2013,GENERICO,105830760.0,01/03/2028,25351067053201255,ANTIPARKINSONIANOS,45992062000165 - GERMED FARMACEUTICA LTDA,VÁLIDO,DICLORIDRATO DE PRAMIPEXOL,DICLORIDRATO DE PRAMIPEXOL
MEDICAMENTO,DICLORIDRATO DE PRAMIPEXOL,23/03/2015,GENERICO,100431117.0,01/03/2025,25351329147201301,ANTIPARKINSONIANOS,61190096000192 - EUROFARMA LABORATÓRIOS S.A.,VÁLIDO,DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,DICLORIDRATO DE PRAMIPEXOL
MEDICAMENTO,DICLORIDRATO DE PRAMIPEXOL,28/01/2019,GENERICO,105730630.0,01/04/2027,25351856350201810,ANTIPARKINSONIANOS,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,VÁLIDO,DICLORIDRATO DE PRAMIPEXOL,DICLORIDRATO DE PRAMIPEXOL
MEDICAMENTO,DICLORIDRATO DE PRAMIPEXOL,21/12/2020,GENERICO,109740304.0,01/01/2027,25351371575202015,ANTIPARKINSONIANOS,49475833000106 - BIOLAB SANUS FARMACÊUTICA LTDA,VÁLIDO,DICLORIDRATO DE PRAMIPEXOL,DICLORIDRATO DE PRAMIPEXOL
MEDICAMENTO,DICLORIDRATO DE TRIMETAZIDINA,16/10/2017,GENERICO,102351236.0,01/10/2027,25351862195201600,ANTIANGINOSOS E VASODILATADORES,57507378000365 - EMS S/A,VÁLIDO,DICLORIDRATO DE TRIMETAZIDINA,DICLORIDRATO DE TRIMETAZIDINA
MEDICAMENTO,DICLOSÓDICO,28/06/2000,SIMILAR,118190018.0,01/08/2009,250000024469911,ANTINFLAMATORIOS,92265552000140 - MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA,VÁLIDO,DICLOFENACO SODICO,DICLOSODICO
MEDICAMENTO,DICOXIBE,23/08/2021,SIMILAR,188300082.0,01/04/2026,25351574154202117,ANTINFLAMATORIOS,11643096000122 - MYLAN LABORATORIOS LTDA,VÁLIDO,CELECOXIBE,DICOXIBE
MEDICAMENTO,DIELOFT,11/05/2015,SIMILAR,183260099.0,01/08/2027,25351661064201415,ANTIDEPRESSIVOS,10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.,VÁLIDO,CLORIDRATO DE SERTRALINA,DIELOFT
MEDICAMENTO,DIENOGESTE,19/01/2015,GENERICO,100431109.0,01/01/2025,25351114903201401,PROGESTAGENOS SIMPLES,61190096000192 - EUROFARMA LABORATÓRIOS S.A.,VÁLIDO,DIENOGESTE,DIENOGESTE
MEDICAMENTO,DIENOGESTE,25/02/2019,GENERICO,154230287.0,01/02/2029,25351762081201813,PROGESTAGENOS SIMPLES,03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A,VÁLIDO,DIENOGESTE,DIENOGESTE
MEDICAMENTO,DIENOGESTE,07/12/2020,GENERICO,105830988.0,01/12/2030,25351069324201689,PROGESTAGENOS SIMPLES,45992062000165 - GERMED FARMACEUTICA LTDA,VÁLIDO,DIENOGESTE,DIENOGESTE
MEDICAMENTO,DIENOGESTE,18/01/2021,GENERICO,167730665.0,01/01/2031,25351069157201676,PROGESTAGENOS SIMPLES,05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,VÁLIDO,DIENOGESTE,DIENOGESTE
MEDICAMENTO,DIETILCARBAMAZINA CITRATO,25/11/2002,SIMILAR,110630093.0,01/11/2027,253510070590124,ANTIPARASITARIOS,33781055000135 - FUNDAÇÃO OSWALDO CRUZ,VÁLIDO,CITRATO DE DIETILCARBAMAZINA,DIETILCARBAMAZINA CITRATO
MEDICAMENTO,DIEVARI,29/11/2021,ESPECIFICO,100431376.0,01/01/2029,25351833300202151,ANTIVARICOSOS DE ACAO SISTEMICA,61190096000192 - EUROFARMA LABORATÓRIOS S.A.,VÁLIDO,DIOSMINA +  FLAVONOIDES EXPRESSOS EM HESPERIDINA,DIEVARI
MEDICAMENTO,DIFEBRIL,20/12/1999,SIMILAR,115600022.0,01/12/2029,250000215329961,ANALGESICOS NAO NARCOTICOS,17562075000169 - CIFARMA CIENTÍFICA FARMACÊUTICA LTDA,VÁLIDO,DIPIRONA +  DIPIRONA MONOIDRATADA,DIFEBRIL
MEDICAMENTO,DIFENIDRIN,07/11/2001,SIMILAR,102980170.0,01/11/2026,2500100439986,ANTI-HISTAMINICOS SISTEMICOS,44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,VÁLIDO,CLORIDRATO DE DIFENIDRAMINA,DIFENIDRIN
MEDICAMENTO,DIFFERIN,29/06/1999,NOVO,129160025.0,01/03/2027,250000207349516,PRODUTOS ANTI-ACNE,00317372000146 - GALDERMA BRASIL LTDA,VÁLIDO,ADAPALENO,DIFFERIN
MEDICAMENTO,DIGEDRAT,14/05/2012,NOVO,178170113.0,01/05/2027,25351003484201229,ANTIESPASMODICOS,61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,VÁLIDO,MALEATO DE TRIMEBUTINA,DIGEDRAT
MEDICAMENTO,DIGEN,21/11/2003,SIMILAR,110330048.0,01/11/2008,25351006015200383,ANTIEMETICOS E ANTINAUSEANTES,42493502000141 - SOCIEDADE FARMACEUTICA HENFER LTDA,VÁLIDO,BROMOPRIDA,DIGEN
MEDICAMENTO,DIGEPLUS,26/12/2006,NOVO,105730365.0,01/12/2026,25351203138200611,OUTROS DIGESTIVOS,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,VÁLIDO,CLORIDRATO DE METOCLOPRAMIDA MONOIDRATADO +  DIMETICONA +  PEPSINA,DIGEPLUS
MEDICAMENTO,DIGESAN,09/09/2019,NOVO,183260382.0,01/08/2026,25351411840201963,ANTIEMETICOS E ANTINAUSEANTES,10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.,VÁLIDO,BROMOPRIDA,DIGESAN
MEDICAMENTO,DIGESIGMA,31/05/2010,SIMILAR,135690571.0,01/05/2025,25351036292200931,ANTIEMETICOS E ANTINAUSEANTES,00923140000131 - EMS SIGMA PHARMA LTDA,VÁLIDO,BROMOPRIDA,DIGESIGMA
MEDICAMENTO,DIGESIGMA GOTAS,17/07/2017,SIMILAR,126750289.0,01/07/2027,25351346499201704,ANTIEMETICOS E ANTINAUSEANTES,72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A,VÁLIDO,BROMOPRIDA,DIGESIGMA GOTAS
MEDICAMENTO,DIGESOL,28/05/2012,SIMILAR,162410020.0,01/05/2027,25351061396201230,ANTIEMETICOS E ANTINAUSEANTES,04656253000179 - MARIOL INDUSTRIAL LTDA,VÁLIDO,BROMOPRIDA,DIGESOL
MEDICAMENTO,DIGESTIL,09/10/2001,SIMILAR,103700127.0,01/09/2026,250000261499610,ANTIEMETICOS E ANTINAUSEANTES,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,VÁLIDO,BROMOPRIDA,DIGESTIL
MEDICAMENTO,DIGESTINA,16/12/1991,SIMILAR,104970095.0,01/02/2025,2599200063080,DIGESTIVO ANTIMETICOS E ANTINAUSEANTES,60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,VÁLIDO,BROMOPRIDA,DIGESTINA
MEDICAMENTO,DIGEVITA,16/05/2002,SIMILAR,147610005.0,01/05/2027,253510284620113,ANTIEMETICOS E ANTINAUSEANTES,65271900000119 - NATIVITA IND. COM. LTDA.,VÁLIDO,BROMOPRIDA,DIGEVITA
MEDICAMENTO,DIGIAZIA,09/01/2017,ESPECIFICO,104810124.0,01/01/2027,25351975881201631,ANTIACIDO,48113906000149 - 1FARMA INDUSTRIA FARMACEUTICA LTDA,VÁLIDO,ACIDO CITRICO +  BICARBONATO DE SODIO +  CARBONATO DE SODIO,DIGIAZIA
MEDICAMENTO,DIGOXINA,23/09/2003,GENERICO,125680092.0,01/09/2028,25351025534200341,GLICOSIDEOS CARDIACOS,73856593000166 - PRATI DONADUZZI & CIA LTDA,VÁLIDO,DIGOXINA,DIGOXINA
MEDICAMENTO,DIGOXINA,24/05/2005,GENERICO,103700458.0,01/05/2025,25351031323200517,GLICOSIDEOS CARDIACOS,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,VÁLIDO,DIGOXINA,DIGOXINA
MEDICAMENTO,DILABRONCO,25/07/2011,SIMILAR,103700563.0,01/07/2026,25351526637200918,BRONCODILATADORES,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,VÁLIDO,ACEBROFILINA,DILABRONCO
MEDICAMENTO,DILACORON,23/09/1996,NOVO,105530267.0,01/10/2029,2599200203264,ANTIANGINOSOS E VASODILATADORES,56998701000116 - ABBOTT LABORATÓRIOS DO BRASIL LTDA,VÁLIDO,CLORIDRATO DE VERAPAMIL,DILACORON
MEDICAMENTO,DIMENIDRIN,15/08/2001,SIMILAR,103920092.0,01/09/2025,250000163829909,ANTIEMETICOS E ANTINAUSEANTES,30222814000131 - VITAMEDIC INDUSTRIA FARMACEUTICA LTDA,VÁLIDO,CLORIDRATO DE PIRIDOXINA +  DIMENIDRINATO,DIMENIDRIN
MEDICAMENTO,DIMINUT,29/04/1998,SIMILAR,100330084.0,01/04/2028,250000330209794,ANTICONCEPCIONAIS,61230314000175 - LIBBS FARMACÊUTICA LTDA,VÁLIDO,ETINILESTRADIOL +  GESTODENO,DIMINUT
MEDICAMENTO,DIMORF,23/08/1996,SIMILAR,102980097.0,01/02/2029,2500001604188,ANALGESICOS NARCOTICOS,44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,VÁLIDO,SULFATO DE MORFINA PENTAIDRATADO,DIMORF
MEDICAMENTO,DIMORF,08/10/2007,NOVO,102980363.0,01/10/2027,25351045723200682,ANALGESICOS NARCOTICOS,44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,VÁLIDO,SULFATO DE MORFINA PENTAIDRATADO,DIMORF
MEDICAMENTO,DINAFLEX,04/09/2000,NOVO,122140031.0,01/09/2025,250000234269811,OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO,55980684000127 - ZODIAC PRODUTOS FARMACÊUTICOS S/A,VÁLIDO,SULFATO DE GLICOSAMINA CLORETO DE SODIO,DINAFLEX
MEDICAMENTO,DINE,20/04/2015,SIMILAR,103720244.0,01/04/2025,25351179994201436,PROGESTAGENOS SIMPLES,43312503000105 - SUPERA FARMA LABORATÓRIOS S.A,VÁLIDO,DIENOGESTE,DINE
MEDICAMENTO,DINILL,11/03/1996,SIMILAR,101470102.0,01/04/2029,2500100006984,OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL,43426626000177 - ALLERGAN PRODUTOS FARMACÊUTICOS LTDA,VÁLIDO,CLORETO DE BENZALCONIO +  ACIDO BORICO,DINILL
MEDICAMENTO,DINORÁ,31/05/2021,SIMILAR,126750404.0,01/05/2031,25351421037201694,PROGESTAGENOS SIMPLES,72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A,VÁLIDO,DIENOGESTE,DINORA
MEDICAMENTO,DIOBRATE,09/03/2020,SIMILAR,143810252.0,01/03/2030,25351014292201497,ANTI-HIPERTENSIVOS SIMPLES,02814497000107 - CIMED INDUSTRIA S.A,VÁLIDO,VALSARTANA,DIOBRATE
MEDICAMENTO,DIODARONE,31/12/1979,SIMILAR,108580045.0,01/12/2004,2599100834878,OUTROS ANTIANGINOSOS,51603488000182 - PRODOTTI LABORATÓRIO FARMACÊUTICO LTDA.,VÁLIDO,NAN,DIODARONE
MEDICAMENTO,DIOEH,06/11/2017,ESPECIFICO,109740250.0,01/09/2025,25351311432201736,ANTIVARICOSOS DE ACAO SISTEMICA,49475833000106 - BIOLAB SANUS FARMACÊUTICA LTDA,VÁLIDO,DIOSMINA +  HESPERIDINA,DIOEH
MEDICAMENTO,DIOHESP,13/05/2019,ESPECIFICO,105350208.0,01/05/2029,25351593518201603,ANTIVARICOSOS DE ACAO SISTEMICA,17115437000173 - LABORATÓRIO GLOBO SA,VÁLIDO,DIOSMINA +  FLAVONOIDES EXPRESSOS EM HESPERIDINA,DIOHESP
MEDICAMENTO,DIOL,09/08/2021,SIMILAR,103720304.0,01/08/2031,25351867802202186,ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS,43312503000105 - SUPERA FARMA LABORATÓRIOS S.A,VÁLIDO,DROSPIRENONA +  ESTRADIOL HEMI-HIDRATADO,DIOL
MEDICAMENTO,DIOLESS,23/03/2015,SIMILAR,103720242.0,01/03/2025,25351513694201403,ANTICONCEPCIONAIS,43312503000105 - SUPERA FARMA LABORATÓRIOS S.A,VÁLIDO,DESOGESTREL +  ETINILESTRADIOL,DIOLESS
MEDICAMENTO,DIOPLEX DH,28/06/2021,ESPECIFICO,106890206.0,01/06/2031,25351518108202057,ANTIVARICOSOS DE ACAO SISTEMICA,92695691000103 - KLEY HERTZ FARMACEUTICA S.A,VÁLIDO,DIOSMINA +  HESPERIDINA,DIOPLEX DH
MEDICAMENTO,DIOSMIN,30/04/2003,ESPECIFICO,105730248.0,01/03/2028,250000001899740,ANTIVARICOSOS DE ACAO SISTEMICA,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,VÁLIDO,DIOSMINA +  FLAVONOIDES EXPRESSOS EM HESPERIDINA +  HESPERIDINA,DIOSMIN
MEDICAMENTO,DIOSMIN SDU,20/07/2009,NOVO,105730383.0,01/07/2029,25351184518200712,ANTIVARICOSOS DE ACAO SISTEMICA,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,VÁLIDO,DIOSMINA +  HESPERIDINA,DIOSMIN SDU
MEDICAMENTO,DIOST,17/09/2018,SIMILAR,114620009.0,01/11/2026,25351350049201899,PROGESTAGENOS SIMPLES,17440261000125 - MYRALIS INDÚSTRIA FARMACÊUTICA LTDA,VÁLIDO,DIENOGESTE,DIOST
MEDICAMENTO,DIOVAN,08/08/2001,NOVO,100680065.0,01/11/2026,250000231879511,ANTI-HIPERTENSIVOS SIMPLES,56994502000130 - NOVARTIS BIOCIENCIAS S.A,VÁLIDO,VALSARTANA,DIOVAN
MEDICAMENTO,DIOVAN AMLO FIX,25/06/2007,NOVO,100681053.0,01/06/2027,25351099203200690,ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS,56994502000130 - NOVARTIS BIOCIENCIAS S.A,VÁLIDO,BESILATO DE ANLODIPINO +  VALSARTANA,DIOVAN AMLO FIX
MEDICAMENTO,DIOVAN HCT,01/04/2003,NOVO,100680097.0,01/04/2028,2500001566097,ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS,56994502000130 - NOVARTIS BIOCIENCIAS S.A,VÁLIDO,HIDROCLOROTIAZIDA +  VALSARTANA,DIOVAN HCT
MEDICAMENTO,DIOVASES,13/04/2020,ESPECIFICO,102351344.0,01/04/2030,25351420503201967,,57507378000365 - EMS S/A,VÁLIDO,DIOSMINA +  FLAVONOIDES EXPRESSOS EM HESPERIDINA +  HESPERIDINA,DIOVASES
MEDICAMENTO,DIPEPTIVEN,12/01/1998,ESPECIFICO,100419926.0,01/01/2028,250000313609691,NUTRIENTES PARENTERAIS,49324221000104 - FRESENIUS KABI BRASIL LTDA,VÁLIDO,ALANILGLUTAMINA,DIPEPTIVEN
MEDICAMENTO,DIPIDOR,22/10/1997,SIMILAR,109630035.0,01/10/2027,250000157198935,ANALGESICOS NAO NARCOTICOS,06597801000162 - THEODORO F SOBRAL & CIA LTDA,VÁLIDO,DIPIRONA,DIPIDOR
MEDICAMENTO,DIPIFARMA,26/03/2001,SIMILAR,110850018.0,01/03/2026,253510231330013,ANALGESICOS NAO NARCOTICOS + ANTINFLAMATORIOS ANTIREUMATICOS,06628333000146 - FARMACE INDÚSTRIA QUÍMICO-FARMACÊUTICA CEARENSE LTDA,VÁLIDO,DIPIRONA,DIPIFARMA
MEDICAMENTO,DIPIMED,29/04/2002,SIMILAR,109170015.0,01/02/2046,2599202460175,ANALGESICOS,17875154000120 - MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.,VÁLIDO,DIPIRONA,DIPIMED
MEDICAMENTO,DIPIRALGIN,03/05/2002,SIMILAR,135310009.0,01/05/2027,2502500985799,ANALGESICOS NAO NARCOTICOS,00376959000126 - IFAL INDUSTRIA E COMERCIO DE PRODUTOS FARMAC LTDA,VÁLIDO,DIPIRONA,DIPIRALGIN
MEDICAMENTO,DIPIRIDAMOL + ACIDO ACETILSALICILICO,22/05/2002,NOVO,103670136.0,01/02/2012,253510131160060,ANTIAGREGANTE PLAQUETARIO,60831658000177 - BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.,VÁLIDO,NAN,DIPIRIDAMOL + ACIDO ACETILSALICILICO
MEDICAMENTO,DIPIRONA,18/07/2005,GENERICO,103700470.0,01/07/2025,25351153745200534,ANALGESICOS NAO NARCOTICOS,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,VÁLIDO,DIPIRONA,DIPIRONA
MEDICAMENTO,DIPIRONA,22/06/2015,GENERICO,183260244.0,01/08/2027,25351691522201419,ANALGESICOS NAO NARCOTICOS,10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.,VÁLIDO,DIPIRONA,DIPIRONA
MEDICAMENTO,DIPIRONA,22/06/2015,GENERICO,183260247.0,01/11/2027,25351679903201454,ANALGESICOS NAO NARCOTICOS,10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.,VÁLIDO,DIPIRONA MONOIDRATADA,DIPIRONA
MEDICAMENTO,DIPIRONA + CAFEÍNA,20/10/2015,GENERICO,155840479.0,01/10/2025,25351671932201496,ANALGESICOS NAO NARCOTICOS,05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,VÁLIDO,CAFEINA +  DIPIRONA,DIPIRONA + CAFEINA
MEDICAMENTO,DIPIRONA SODICA,22/08/1997,SIMILAR,108840324.0,01/08/2027,250000105099634,ANALGESICOS NAO NARCOTICOS,01541283000141 - INDÚSTRIA QUÍMICA DO ESTADO DE GOIÁS S/A - IQUEGO,VÁLIDO,NAN,DIPIRONA SODICA
MEDICAMENTO,DIPIRONA SODICA,09/06/2000,GENERICO,103700307.0,01/06/2025,253510102370078,ANALGESICOS NAO NARCOTICOS,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,VÁLIDO,DIPIRONA,DIPIRONA SODICA
MEDICAMENTO,DIPIRONA SODICA,28/01/2002,GENERICO,125680040.0,01/01/2027,253510395140179,ANALGESICOS NAO NARCOTICOS,73856593000166 - PRATI DONADUZZI & CIA LTDA,VÁLIDO,DIPIRONA,DIPIRONA SODICA
MEDICAMENTO,DIPIRONA SODICA,28/01/2002,GENERICO,125680041.0,01/01/2027,253510377430195,ANALGESICOS NAO NARCOTICOS,73856593000166 - PRATI DONADUZZI & CIA LTDA,VÁLIDO,DIPIRONA,DIPIRONA SODICA
MEDICAMENTO,DIPIRONA SODICA,07/03/2002,GENERICO,120190125.0,01/03/2027,253510141240112,ANALGESICOS NAO NARCOTICOS,33408105000133 - GREENPHARMA QUÍMICA E FARMACÊUTICA LTDA,VÁLIDO,DIPIRONA,DIPIRONA SODICA
MEDICAMENTO,DIPIRONA SODICA,14/05/2002,GENERICO,109630050.0,01/05/2027,253510027490113,ANALGESICOS NAO NARCOTICOS,06597801000162 - THEODORO F SOBRAL & CIA LTDA,VÁLIDO,DIPIRONA,DIPIRONA SODICA
MEDICAMENTO,DIPIRONA SODICA,08/01/2007,GENERICO,154230080.0,01/01/2027,25351161403200679,ANALGESICOS NAO NARCOTICOS,03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A,VÁLIDO,DIPIRONA,DIPIRONA SODICA
MEDICAMENTO,DIPIRONA SODICA + ASSOCIAÇÕES,10/09/2001,SIMILAR,133460010.0,01/09/2011,253510094730023,EXPECTORANTES BALSAMICOS E MUCOLITICO,57934713000140 - BIO MACRO LABORATÓRIO FARMACÊUTICO LTDA,VÁLIDO,NAN,DIPIRONA SODICA + ASSOCIACOES
MEDICAMENTO,DIPIRONA SODICA + CLORIDRATO DE ADIFENINA + CLORIDRATO DE PROMETAZINA,26/07/2010,GENERICO,125680217.0,01/07/2025,25351785663200881,ANALGESICOS NAO NARCOTICOS,73856593000166 - PRATI DONADUZZI & CIA LTDA,VÁLIDO,CLORIDRATO DE ADIFENINA +  CLORIDRATO DE PROMETAZINA +  DIPIRONA,DIPIRONA SODICA + CLORIDRATO DE ADIFENINA + CLORIDRATO DE PROMETAZINA
MEDICAMENTO,DIPIRONA SÓDICA,21/11/2005,GENERICO,110850030.0,01/11/2025,25351329759200535,ANALGESICOS NAO NARCOTICOS,06628333000146 - FARMACE INDÚSTRIA QUÍMICO-FARMACÊUTICA CEARENSE LTDA,VÁLIDO,DIPIRONA MONOIDRATADA,DIPIRONA SODICA
MEDICAMENTO,DIPIRONA SÓDICA,19/12/2005,GENERICO,102350800.0,01/12/2025,25351309239200514,ANALGESICOS NAO NARCOTICOS,57507378000365 - EMS S/A,VÁLIDO,DIPIRONA,DIPIRONA SODICA
MEDICAMENTO,DIPIRONA SÓDICA,03/04/2006,GENERICO,105830489.0,01/04/2026,25351312155200550,ANALGESICOS NAO NARCOTICOS,45992062000165 - GERMED FARMACEUTICA LTDA,VÁLIDO,DIPIRONA,DIPIRONA SODICA
MEDICAMENTO,DIPIRONA SÓDICA,19/09/2006,GENERICO,113430137.0,01/09/2026,25351458172200532,ANALGESICOS NAO NARCOTICOS,19570720000110 - HIPOLABOR FARMACEUTICA LTDA,VÁLIDO,DIPIRONA,DIPIRONA SODICA
