TIPO_PRODUTO,NOME_PRODUTO,DATA_FINALIZACAO_PROCESSO,CATEGORIA_REGULATORIA,NUMERO_REGISTRO_PRODUTO,DATA_VENCIMENTO_REGISTRO,NUMERO_PROCESSO,CLASSE_TERAPEUTICA,EMPRESA_DETENTORA_REGISTRO,SITUACAO_REGISTRO,PRINCIPIO_ATIVO,NOME-PRODUTO
MEDICAMENTO,CLORIDRATO DE METOCLOPRAMIDA,10/12/2007,GENERICO,135690414.0,01/12/2012,25351386601200643,ANTIEMETICOS E ANTINAUSEANTES,00923140000131 - EMS SIGMA PHARMA LTDA,VÁLIDO,CLORIDRATO DE METOCLOPRAMIDA MONOIDRATADO,CLORIDRATO DE METOCLOPRAMIDA
MEDICAMENTO,CLORIDRATO DE METOCLOPRAMIDA,23/12/2013,GENERICO,143810162.0,01/12/2028,25351188400201051,ANTIEMETICOS E ANTINAUSEANTES,02814497000107 - CIMED INDUSTRIA S.A,VÁLIDO,CLORIDRATO DE METOCLOPRAMIDA MONOIDRATADO,CLORIDRATO DE METOCLOPRAMIDA
MEDICAMENTO,CLORIDRATO DE MINOCICLINA,25/04/2002,GENERICO,123520091.0,01/04/2027,253510040360201,CLASSE DAS TETRACICLINAS,73663650000190 - RANBAXY FARMACÊUTICA LTDA,VÁLIDO,CLORIDRATO DE MINOCICLINA,CLORIDRATO DE MINOCICLINA
MEDICAMENTO,CLORIDRATO DE MOXIFLOXACINO,19/12/2011,GENERICO,102351054.0,01/12/2026,25351670690201051,ANTIBIOTICOS SISTEMICOS SIMPLES,57507378000365 - EMS S/A,VÁLIDO,CLORIDRATO DE MOXIFLOXACINO,CLORIDRATO DE MOXIFLOXACINO
MEDICAMENTO,CLORIDRATO DE MOXIFLOXACINO,30/01/2012,GENERICO,105830744.0,01/01/2027,25351707957201045,ANTIBIOTICOS SISTEMICOS SIMPLES,45992062000165 - GERMED FARMACEUTICA LTDA,VÁLIDO,CLORIDRATO DE MOXIFLOXACINO,CLORIDRATO DE MOXIFLOXACINO
MEDICAMENTO,CLORIDRATO DE MOXIFLOXACINO,30/01/2012,GENERICO,126750147.0,01/01/2027,25351335585201117,ANTIBIOTICOS SISTEMICOS SIMPLES,72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A,VÁLIDO,CLORIDRATO DE MOXIFLOXACINO,CLORIDRATO DE MOXIFLOXACINO
MEDICAMENTO,CLORIDRATO DE MOXIFLOXACINO,30/05/2016,GENERICO,100431183.0,01/05/2026,25351619700201281,ANTIBIOTICOS SISTEMICOS SIMPLES,61190096000192 - EUROFARMA LABORATÓRIOS S.A.,VÁLIDO,CLORIDRATO DE MOXIFLOXACINO,CLORIDRATO DE MOXIFLOXACINO
MEDICAMENTO,CLORIDRATO DE NAFAZOLINA,12/04/2005,GENERICO,103700455.0,01/04/2025,25351240407200451,DESCONGESTIONANTES NASAIS TOPICOS,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,VÁLIDO,CLORIDRATO DE NAFAZOLINA,CLORIDRATO DE NAFAZOLINA
MEDICAMENTO,CLORIDRATO DE NAFAZOLINA,26/09/2011,GENERICO,162410016.0,01/09/2026,25351588908201047,DESCONGESTIONANTES NASAIS TOPICOS,04656253000179 - MARIOL INDUSTRIAL LTDA,VÁLIDO,CLORIDRATO DE NAFAZOLINA,CLORIDRATO DE NAFAZOLINA
MEDICAMENTO,CLORIDRATO DE NAFAZOLINA,22/06/2015,GENERICO,183260215.0,01/01/2028,25351700142201473,DESCONGESTIONANTES NASAIS TOPICOS,10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.,VÁLIDO,CLORIDRATO DE NAFAZOLINA,CLORIDRATO DE NAFAZOLINA
MEDICAMENTO,CLORIDRATO DE NAFAZOLINA,02/04/2018,GENERICO,109630065.0,01/04/2028,25351267386201119,DESCONGESTIONANTES NASAIS TOPICOS,06597801000162 - THEODORO F SOBRAL & CIA LTDA,VÁLIDO,CLORIDRATO DE NAFAZOLINA,CLORIDRATO DE NAFAZOLINA
MEDICAMENTO,CLORIDRATO DE NAFAZOLINA+MALEATO DE FENIRAMINA,26/11/2012,GENERICO,154230193.0,01/11/2027,25351093407201281,DESCONGESTIONATES OFTALMICOS,03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A,VÁLIDO,CLORIDRATO DE NAFAZOLINA +  MALEATO DE FENIRAMINA,CLORIDRATO DE NAFAZOLINA+MALEATO DE FENIRAMINA
MEDICAMENTO,CLORIDRATO DE NALBUFINA,10/06/2014,GENERICO,113430188.0,01/06/2029,25351822839201011,ANALGESICOS NARCOTICOS,19570720000110 - HIPOLABOR FARMACEUTICA LTDA,VÁLIDO,CLORIDRATO DE NALBUFINA,CLORIDRATO DE NALBUFINA
MEDICAMENTO,CLORIDRATO DE NALOXONA,26/04/2010,GENERICO,113430177.0,01/04/2025,25351567640200910,OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO,19570720000110 - HIPOLABOR FARMACEUTICA LTDA,VÁLIDO,CLORIDRATO DE NALOXONA,CLORIDRATO DE NALOXONA
MEDICAMENTO,CLORIDRATO DE NARATRIPTANA,20/12/2010,GENERICO,102351010.0,01/12/2025,25351208981201020,ANALGESICOS CONTRA ENXAQUECA,57507378000365 - EMS S/A,VÁLIDO,CLORIDRATO DE NARATRIPTANA,CLORIDRATO DE NARATRIPTANA
MEDICAMENTO,CLORIDRATO DE NEBIVOLOL,14/05/2012,GENERICO,105250054.0,01/05/2027,25351551286201007,ANTI-HIPERTENSIVOS,33078528000132 - TORRENT DO BRASIL LTDA,VÁLIDO,CLORIDRATO DE NEBIVOLOL,CLORIDRATO DE NEBIVOLOL
MEDICAMENTO,CLORIDRATO DE NORTRIPTILINA,04/09/2006,GENERICO,123520191.0,01/09/2026,25351188222200428,ANTIDEPRESSIVOS,73663650000190 - RANBAXY FARMACÊUTICA LTDA,VÁLIDO,CLORIDRATO DE NORTRIPTILINA,CLORIDRATO DE NORTRIPTILINA
MEDICAMENTO,CLORIDRATO DE NORTRIPTILINA (PORTARIA 344/98 - LISTA C1),27/04/2004,GENERICO,100430904.0,01/04/2029,25351043629200346,ANTIDEPRESSIVOS,61190096000192 - EUROFARMA LABORATÓRIOS S.A.,VÁLIDO,CLORIDRATO DE NORTRIPTILINA,CLORIDRATO DE NORTRIPTILINA (PORTARIA 344/98 - LISTA C1)
MEDICAMENTO,CLORIDRATO DE ONDANSENTRONA,20/02/2017,GENERICO,104971403.0,01/02/2027,25351676469201259,ANTIEMETICOS E ANTINAUSEANTES,60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,VÁLIDO,CLORIDRATO  DE ONDANSETRONA DI-HIDRATADO,CLORIDRATO DE ONDANSENTRONA
MEDICAMENTO,CLORIDRATO DE ONDANSETRONA,28/05/2007,GENERICO,103870058.0,01/05/2027,25351370795200665,ANTIEMETICOS E ANTINAUSEANTES,17174657000178 - HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA,VÁLIDO,CLORIDRATO DE ONDANSETRONA,CLORIDRATO DE ONDANSETRONA
MEDICAMENTO,CLORIDRATO DE OXIMETAZOLINA,11/07/2005,GENERICO,103700469.0,01/07/2025,25351123243200589,DESCONGESTIONANTES NASAIS TOPICOS,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,VÁLIDO,CLORIDRATO DE OXIMETAZOLINA,CLORIDRATO DE OXIMETAZOLINA
MEDICAMENTO,CLORIDRATO DE OXIMETAZOLINA,19/09/2005,GENERICO,102350782.0,01/09/2025,25351260833200591,DESCONGESTIONANTES NASAIS TOPICOS,57507378000365 - EMS S/A,VÁLIDO,CLORIDRATO DE OXIMETAZOLINA,CLORIDRATO DE OXIMETAZOLINA
MEDICAMENTO,CLORIDRATO DE PALONOSETRONA,04/05/2015,GENERICO,155370041.0,01/05/2025,25351082945201314,ANTIEMETICOS E ANTINAUSEANTES,64171697000146 - ACCORD FARMACÊUTICA LTDA,VÁLIDO,CLORIDRATO DE PALONOSETRONA,CLORIDRATO DE PALONOSETRONA
MEDICAMENTO,CLORIDRATO DE PAROXETINA,10/10/2002,GENERICO,123520102.0,01/10/2027,25351174566200298,ANTIDEPRESSIVOS,73663650000190 - RANBAXY FARMACÊUTICA LTDA,VÁLIDO,CLORIDRATO DE PAROXETINA,CLORIDRATO DE PAROXETINA
MEDICAMENTO,CLORIDRATO DE PAROXETINA,29/06/2009,GENERICO,102350964.0,01/06/2029,25351508153200815,ANTIDEPRESSIVOS,57507378000365 - EMS S/A,VÁLIDO,CLORIDRATO DE PAROXETINA,CLORIDRATO DE PAROXETINA
MEDICAMENTO,CLORIDRATO DE PAROXETINA,29/06/2009,GENERICO,105830660.0,01/06/2029,25351512192200817,ANTIDEPRESSIVOS,45992062000165 - GERMED FARMACEUTICA LTDA,VÁLIDO,CLORIDRATO DE PAROXETINA,CLORIDRATO DE PAROXETINA
MEDICAMENTO,CLORIDRATO DE PAROXETINA,29/06/2009,GENERICO,167730111.0,01/06/2029,25351511087200852,ANTIDEPRESSIVOS,05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,VÁLIDO,CLORIDRATO DE PAROXETINA,CLORIDRATO DE PAROXETINA
MEDICAMENTO,CLORIDRATO DE PAROXETINA,06/04/2015,GENERICO,183260024.0,01/05/2028,25351664179201489,ANTIDEPRESSIVOS,10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.,VÁLIDO,CLORIDRATO DE PAROXETINA HEMI-HIDRATADO,CLORIDRATO DE PAROXETINA
MEDICAMENTO,CLORIDRATO DE PAROXETINA,22/05/2017,GENERICO,103700704.0,01/05/2027,25351211122201727,ANTIDEPRESSIVOS,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,VÁLIDO,CLORIDRATO DE PAROXETINA,CLORIDRATO DE PAROXETINA
MEDICAMENTO,CLORIDRATO DE PAROXETINA,25/06/2018,GENERICO,125680266.0,01/06/2028,25351316245201133,ANTIDEPRESSIVOS,73856593000166 - PRATI DONADUZZI & CIA LTDA,VÁLIDO,CLORIDRATO DE PAROXETINA,CLORIDRATO DE PAROXETINA
MEDICAMENTO,CLORIDRATO DE PAROXETINA (PORT 344/98 LISTA C1),04/02/2019,GENERICO,105730635.0,01/01/2030,25351691148201828,ANTIDEPRESSIVOS,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,VÁLIDO,CLORIDRATO DE PAROXETINA HEMI-HIDRATADO,CLORIDRATO DE PAROXETINA (PORT 344/98 LISTA C1)
MEDICAMENTO,CLORIDRATO DE PAROXETINA (PORTARIA 344/98 LISTA C1),12/11/2003,GENERICO,100430898.0,01/11/2028,25351022491200341,ANTIDEPRESSIVOS,61190096000192 - EUROFARMA LABORATÓRIOS S.A.,VÁLIDO,CLORIDRATO DE PAROXETINA,CLORIDRATO DE PAROXETINA (PORTARIA 344/98 LISTA C1)
MEDICAMENTO,CLORIDRATO DE PETIDINA (PORT. 344/98 - LISTA A1),02/10/2006,GENERICO,104971339.0,01/10/2026,25351194464200612,ANALGESICOS NARCOTICOS,60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,VÁLIDO,CLORIDRATO DE PETIDINA,CLORIDRATO DE PETIDINA (PORT. 344/98 - LISTA A1)
MEDICAMENTO,CLORIDRATO DE PIOGLITAZONA,22/02/2011,GENERICO,102351019.0,01/02/2026,25351713235200901,ANTIDIABETICOS,57507378000365 - EMS S/A,VÁLIDO,CLORIDRATO DE PIOGLITAZONA,CLORIDRATO DE PIOGLITAZONA
MEDICAMENTO,CLORIDRATO DE PIRIDOXINA + CLORIDRATO DE TIAMINA + FOSFATO DISSÓDICO ,25/11/2019,GENERICO,121420671.0,01/11/2024,25351490540201932,ANTINFLAMATORIOS E ANTIREUMATIOS-ASSOCS  MEDICAMENTOSAS,59476770000158 - PROCTER & GAMBLE DO BRASIL LTDA,VÁLIDO,CIANOCOBALAMINA +  CLORIDRATO DE PIRIDOXINA +  CLORIDRATO DE TIAMINA +  FOSFATO DISSODICO DE DEXAMETASONA,CLORIDRATO DE PIRIDOXINA + CLORIDRATO DE TIAMINA + FOSFATO DISSODICO 
MEDICAMENTO,CLORIDRATO DE PROMETAZINA,08/08/2016,GENERICO,103700691.0,01/08/2026,25351007281201221,ANTI-HISTAMINICOS SISTEMICOS,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,VÁLIDO,CLORIDRATO DE PROMETAZINA +  PROMETAZINA,CLORIDRATO DE PROMETAZINA
MEDICAMENTO,CLORIDRATO DE PROPAFENONA,18/02/2015,GENERICO,135170016.0,01/02/2025,25351078410201452,ANTIARRITMICOS,48344725000719 - ALTHAIA S.A INDÚSTRIA FARMACÊUTICA,VÁLIDO,CLORIDRATO DE PROPAFENONA,CLORIDRATO DE PROPAFENONA
MEDICAMENTO,CLORIDRATO DE PROPAFENONA,02/03/2015,GENERICO,105530361.0,01/03/2025,25351245984201360,ANTIARRITMICOS,56998701000116 - ABBOTT LABORATÓRIOS DO BRASIL LTDA,VÁLIDO,CLORIDRATO DE PROPAFENONA,CLORIDRATO DE PROPAFENONA
MEDICAMENTO,CLORIDRATO DE PROPAFENONA,25/05/2015,GENERICO,100431130.0,01/05/2025,25351175804201466,ANTIARRITMICOS,61190096000192 - EUROFARMA LABORATÓRIOS S.A.,VÁLIDO,CLORIDRATO DE PROPAFENONA,CLORIDRATO DE PROPAFENONA
MEDICAMENTO,CLORIDRATO DE PROPAFENONA,04/07/2016,GENERICO,125680255.0,01/07/2026,25351172912201374,ANTIARRITMICOS,73856593000166 - PRATI DONADUZZI & CIA LTDA,VÁLIDO,CLORIDRATO DE PROPAFENONA,CLORIDRATO DE PROPAFENONA
MEDICAMENTO,CLORIDRATO DE PROPRANOLOL,25/07/2002,GENERICO,103700379.0,01/07/2027,253510007630165,ANTI-HIPERTENSIVOS,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,VÁLIDO,CLORIDRATO DE PROPRANOLOL,CLORIDRATO DE PROPRANOLOL
MEDICAMENTO,CLORIDRATO DE PROPRANOLOL,08/10/2003,GENERICO,104971314.0,01/10/2028,25351003487200384,BETABLOQUEADORES SIMPLES,60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,VÁLIDO,CLORIDRATO DE PROPRANOLOL,CLORIDRATO DE PROPRANOLOL
MEDICAMENTO,CLORIDRATO DE PROPRANOLOL,14/11/2003,GENERICO,102350644.0,01/11/2028,25351009966200312,BETABLOQUEADORES SIMPLES,57507378000365 - EMS S/A,VÁLIDO,CLORIDRATO DE PROPRANOLOL,CLORIDRATO DE PROPRANOLOL
MEDICAMENTO,CLORIDRATO DE PROPRANOLOL,22/10/2007,GENERICO,125680168.0,01/10/2027,25351445891200674,BETABLOQUEADORES SIMPLES,73856593000166 - PRATI DONADUZZI & CIA LTDA,VÁLIDO,CLORIDRATO DE PROPRANOLOL,CLORIDRATO DE PROPRANOLOL
MEDICAMENTO,CLORIDRATO DE PROPRANOLOL,15/09/2008,GENERICO,141070065.0,01/09/2028,25351568762200734,BETABLOQUEADORES SIMPLES,02501297000102 - PHARLAB INDÚSTRIA FARMACÊUTICA S.A.,VÁLIDO,CLORIDRATO DE PROPRANOLOL,CLORIDRATO DE PROPRANOLOL
MEDICAMENTO,CLORIDRATO DE PROPRANOLOL,29/06/2009,GENERICO,143810136.0,01/06/2029,25351647860200818,BETABLOQUEADORES SIMPLES,02814497000107 - CIMED INDUSTRIA S.A,VÁLIDO,CLORIDRATO DE PROPRANOLOL,CLORIDRATO DE PROPRANOLOL
MEDICAMENTO,CLORIDRATO DE PROPRANOLOL,06/02/2012,GENERICO,155840208.0,01/04/2028,25351538457201172,AGENTES BETABLOQUEADORES,05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,VÁLIDO,CLORIDRATO DE PROPRANOLOL,CLORIDRATO DE PROPRANOLOL
MEDICAMENTO,CLORIDRATO DE PROPRANOLOL,23/11/2015,GENERICO,109170101.0,01/11/2025,25351086855201555,BETABLOQUEADORES SIMPLES,17875154000120 - MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.,VÁLIDO,CLORIDRATO DE PROPRANOLOL,CLORIDRATO DE PROPRANOLOL
MEDICAMENTO,CLORIDRATO DE RANITIDINA,03/02/2000,GENERICO,102350430.0,01/02/2025,250000545679931,ANTIULCEROSOS,57507378000365 - EMS S/A,VÁLIDO,CLORIDRATO DE RANITIDINA,CLORIDRATO DE RANITIDINA
MEDICAMENTO,CLORIDRATO DE RANITIDINA,18/10/2001,GENERICO,103870044.0,01/10/2026,253510253490196,ANTIULCEROSOS,17174657000178 - HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA,VÁLIDO,CLORIDRATO DE RANITIDINA,CLORIDRATO DE RANITIDINA
MEDICAMENTO,CLORIDRATO DE RANITIDINA,30/01/2002,GENERICO,104971204.0,01/01/2027,253510384580164,ANTIULCEROSOS,60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,VÁLIDO,CLORIDRATO DE RANITIDINA,CLORIDRATO DE RANITIDINA
MEDICAMENTO,CLORIDRATO DE RANITIDINA,16/09/2002,GENERICO,103700385.0,01/09/2027,25351161350200262,ANTIULCEROSOS,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,VÁLIDO,CLORIDRATO DE RANITIDINA,CLORIDRATO DE RANITIDINA
MEDICAMENTO,CLORIDRATO DE RANITIDINA,08/08/2003,GENERICO,103700449.0,01/08/2028,25351168641200281,ANTIULCEROSOS,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,VÁLIDO,CLORIDRATO DE RANITIDINA,CLORIDRATO DE RANITIDINA
MEDICAMENTO,CLORIDRATO DE RANITIDINA,16/10/2006,GENERICO,113430140.0,01/10/2026,25351467452200531,ANTIULCEROSOS,19570720000110 - HIPOLABOR FARMACEUTICA LTDA,VÁLIDO,CLORIDRATO DE RANITIDINA,CLORIDRATO DE RANITIDINA
MEDICAMENTO,CLORIDRATO DE RANITIDINA,04/12/2006,GENERICO,102350815.0,01/12/2026,25351284306200653,ANTIULCEROSOS,57507378000365 - EMS S/A,VÁLIDO,CLORIDRATO DE RANITIDINA,CLORIDRATO DE RANITIDINA
MEDICAMENTO,CLORIDRATO DE RANITIDINA,10/09/2012,GENERICO,147610025.0,01/09/2027,25351410208201064,ANTIULCEROSOS,65271900000119 - NATIVITA IND. COM. LTDA.,VÁLIDO,CLORIDRATO DE RANITIDINA,CLORIDRATO DE RANITIDINA
MEDICAMENTO,CLORIDRATO DE RANITIDINA,27/04/2015,GENERICO,183260076.0,01/08/2026,25351688834201411,ANTIULCEROSOS,10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.,VÁLIDO,CLORIDRATO DE RANITIDINA,CLORIDRATO DE RANITIDINA
MEDICAMENTO,CLORIDRATO DE RANITIDINA,30/11/2015,GENERICO,143810179.0,01/11/2025,25351701434201088,ANTIULCEROSOS,02814497000107 - CIMED INDUSTRIA S.A,VÁLIDO,CLORIDRATO DE RANITIDINA,CLORIDRATO DE RANITIDINA
MEDICAMENTO,CLORIDRATO DE RANITIDINA,02/05/2016,GENERICO,104810119.0,01/05/2026,25351959489201644,ANTIULCEROSOS,48113906000149 - 1FARMA INDUSTRIA FARMACEUTICA LTDA,VÁLIDO,CLORIDRATO DE RANITIDINA,CLORIDRATO DE RANITIDINA
MEDICAMENTO,CLORIDRATO DE RANITIDINA,19/12/2016,NAN,105830846.0,01/12/2026,25351545268201510,ANTIULCEROSOS,45992062000165 - GERMED FARMACEUTICA LTDA,VÁLIDO,CLORIDRATO DE RANITIDINA,CLORIDRATO DE RANITIDINA
MEDICAMENTO,CLORIDRATO DE RANITIDINA,21/01/2019,GENERICO,105730605.0,01/01/2027,25351849221201867,ANTIULCEROSOS,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,VÁLIDO,CLORIDRATO DE RANITIDINA,CLORIDRATO DE RANITIDINA
MEDICAMENTO,CLORIDRATO DE RANITIDINA,30/11/2020,GENERICO,100410200.0,01/10/2026,25351936183202004,ANTIULCEROSOS,49324221000104 - FRESENIUS KABI BRASIL LTDA,VÁLIDO,CLORIDRATO DE RANITIDINA,CLORIDRATO DE RANITIDINA
MEDICAMENTO,CLORIDRATO DE ROPIVACAÍNA,30/10/2006,GENERICO,100430957.0,01/10/2026,25351193873200600,ANESTESICOS LOCAIS,61190096000192 - EUROFARMA LABORATÓRIOS S.A.,VÁLIDO,CLORIDRATO DE ROPIVACAINA,CLORIDRATO DE ROPIVACAINA
MEDICAMENTO,CLORIDRATO DE SERTRALINA,18/04/2001,GENERICO,100430744.0,01/04/2026,253510001920196,ANTIDEPRESSIVOS,61190096000192 - EUROFARMA LABORATÓRIOS S.A.,VÁLIDO,CLORIDRATO DE SERTRALINA,CLORIDRATO DE SERTRALINA
MEDICAMENTO,CLORIDRATO DE SERTRALINA,17/04/2006,GENERICO,102350700.0,01/04/2026,25351040185200397,ANTIDEPRESSIVOS,57507378000365 - EMS S/A,VÁLIDO,CLORIDRATO DE SERTRALINA,CLORIDRATO DE SERTRALINA
MEDICAMENTO,CLORIDRATO DE SERTRALINA,29/07/2013,GENERICO,155840412.0,01/07/2028,25351386639201102,ANTIDEPRESSIVOS,05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,VÁLIDO,CLORIDRATO DE SERTRALINA,CLORIDRATO DE SERTRALINA
MEDICAMENTO,CLORIDRATO DE SERTRALINA,29/02/2016,GENERICO,154230225.0,01/02/2026,25351092451201215,ANTIDEPRESSIVOS,03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A,VÁLIDO,CLORIDRATO DE SERTRALINA,CLORIDRATO DE SERTRALINA
MEDICAMENTO,CLORIDRATO DE SERTRALINA,18/04/2016,GENERICO,143810180.0,01/04/2026,25351614001201242,ANTIDEPRESSIVOS,02814497000107 - CIMED INDUSTRIA S.A,VÁLIDO,CLORIDRATO DE SERTRALINA,CLORIDRATO DE SERTRALINA
MEDICAMENTO,CLORIDRATO DE SERTRALINA,21/01/2019,GENERICO,105730596.0,01/03/2026,25351693874201885,ANTIDEPRESSIVOS,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,VÁLIDO,CLORIDRATO DE SERTRALINA,CLORIDRATO DE SERTRALINA
MEDICAMENTO,CLORIDRATO DE SERTRALINA (PORT 344/98 LISTA C1),06/02/2008,GENERICO,100470444.0,01/02/2029,25351117135200658,ANTIDEPRESSIVOS,61286647000116 - SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,VÁLIDO,CLORIDRATO DE SERTRALINA,CLORIDRATO DE SERTRALINA (PORT 344/98 LISTA C1)
MEDICAMENTO,CLORIDRATO DE SEVELAMER,25/08/2014,GENERICO,102980411.0,01/08/2029,25351348449201208,OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF,44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,VÁLIDO,CLORIDRATO DE SEVELAMER,CLORIDRATO DE SEVELAMER
MEDICAMENTO,CLORIDRATO DE SEVELAMER,25/08/2014,GENERICO,110630138.0,01/08/2029,25351126067201367,OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF,33781055000135 - FUNDAÇÃO OSWALDO CRUZ,VÁLIDO,CLORIDRATO DE SEVELAMER,CLORIDRATO DE SEVELAMER
MEDICAMENTO,CLORIDRATO DE SIBUTRAMINA,11/05/2009,GENERICO,102350884.0,01/05/2029,25351248265200712,ANOREXICOS SIMPLES,57507378000365 - EMS S/A,VÁLIDO,CLORIDRATO DE SIBUTRAMINA MONOIDRATADO,CLORIDRATO DE SIBUTRAMINA
MEDICAMENTO,CLORIDRATO DE SIBUTRAMINA MONOIDRATADO,24/12/2018,GENERICO,105730547.0,01/07/2027,25351687998201821,ANOREXICOS SIMPLES,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,VÁLIDO,CLORIDRATO DE SIBUTRAMINA MONOIDRATADO,CLORIDRATO DE SIBUTRAMINA MONOIDRATADO
MEDICAMENTO,CLORIDRATO DE SOTALOL,05/11/2001,GENERICO,100890281.0,01/11/2026,253510211800103,BETABLOQUEADORES SIMPLES,33069212000184 - MERCK S/A,VÁLIDO,CLORIDRATO DE SOTALOL,CLORIDRATO DE SOTALOL
MEDICAMENTO,CLORIDRATO DE SOTALOL,28/03/2016,GENERICO,155840496.0,01/03/2026,25351472876201267,BETABLOQUEADORES SIMPLES,05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,VÁLIDO,CLORIDRATO DE SOTALOL,CLORIDRATO DE SOTALOL
MEDICAMENTO,CLORIDRATO DE SOTALOL,21/01/2019,GENERICO,105730601.0,01/11/2028,25351756011201826,BETABLOQUEADORES SIMPLES,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,VÁLIDO,CLORIDRATO DE SOTALOL,CLORIDRATO DE SOTALOL
MEDICAMENTO,CLORIDRATO DE TANSULOSINA,09/01/2012,GENERICO,154230182.0,01/01/2027,25351687945201012,OUTROS PRODUTOS COM ACAO NO TRATO URINARIO,03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A,VÁLIDO,CLORIDRATO DE TANSULOSINA,CLORIDRATO DE TANSULOSINA
MEDICAMENTO,CLORIDRATO DE TANSULOSINA,26/02/2018,GENERICO,167730575.0,01/02/2028,25351633203201431,OUTROS PRODUTOS COM ACAO NO TRATO URINARIO,05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,VÁLIDO,CLORIDRATO DE TANSULOSINA,CLORIDRATO DE TANSULOSINA
MEDICAMENTO,CLORIDRATO DE TANSULOSINA,13/10/2021,GENERICO,109740342.0,01/05/2028,25351206315202142,OUTROS PRODUTOS COM ACAO NO TRATO URINARIO,49475833000106 - BIOLAB SANUS FARMACÊUTICA LTDA,VÁLIDO,CLORIDRATO DE TANSULOSINA,CLORIDRATO DE TANSULOSINA
MEDICAMENTO,CLORIDRATO DE TERBINAFINA,01/12/2000,GENERICO,102350480.0,01/12/2025,253510228890046,ANTIMICOTICO,57507378000365 - EMS S/A,VÁLIDO,CLORIDRATO DE TERBINAFINA,CLORIDRATO DE TERBINAFINA
MEDICAMENTO,CLORIDRATO DE TERBINAFINA,02/10/2002,GENERICO,102350561.0,01/10/2027,253510289360128,ANTIMICOTICO,57507378000365 - EMS S/A,VÁLIDO,CLORIDRATO DE TERBINAFINA,CLORIDRATO DE TERBINAFINA
MEDICAMENTO,CLORIDRATO DE TERBINAFINA,06/02/2003,GENERICO,125680065.0,01/02/2028,25351209758200222,ANTIMICOTICOS PARA USO TOPICO,73856593000166 - PRATI DONADUZZI & CIA LTDA,VÁLIDO,CLORIDRATO DE TERBINAFINA,CLORIDRATO DE TERBINAFINA
MEDICAMENTO,CLORIDRATO DE TERBINAFINA,30/10/2003,GENERICO,100430790.0,01/11/2008,253510348060105,ANTIMICOTICOS SISTEMICOS,61190096000192 - EUROFARMA LABORATÓRIOS S.A.,VÁLIDO,NAN,CLORIDRATO DE TERBINAFINA
MEDICAMENTO,CLORIDRATO DE TERBINAFINA,18/12/2006,GENERICO,105830521.0,01/12/2026,25351304418200638,ANTIMICOTICO,45992062000165 - GERMED FARMACEUTICA LTDA,VÁLIDO,CLORIDRATO DE TERBINAFINA,CLORIDRATO DE TERBINAFINA
